2023-12-24 10:00:01.4116–TRACE–2023/12/24 10:00:01:4115| 0|  COM5| S | CommandID    162| FA52010401
2023-12-24 10:00:29.4011–TRACE–2023/12/24 10:00:29:4041| 0|  COM5| S | CommandID    385| FA52020405
2023-12-24 10:00:29.4306–TRACE–2023/12/24 10:00:29:4306| 0|  COM5| R | CommandID    385| FA02041D160D0A
2023-12-24 10:00:29.4306–TRACE–2023/12/24 10:00:29:4351| 0|  COM5| S | CommandID    386| FA52030405
2023-12-24 10:00:29.4628–TRACE–2023/12/24 10:00:29:4628| 0|  COM5| R | CommandID    386| FA030445300D0A
2023-12-24 10:00:29.4628–TRACE–2023/12/24 10:00:29:4654| 0|  COM5| S | CommandID    387| FA52010501
2023-12-24 10:00:29.4942–TRACE–2023/12/24 10:00:29:4941| 0|  COM5| R | CommandID    387| FA010401380D0A
2023-12-24 10:00:29.4942–TRACE–2023/12/24 10:00:29:4969| 0|  COM5| S | CommandID    388| FA52030501
2023-12-24 10:00:29.5106–TRACE–2023/12/24 10:00:29:5106| 0|  COM5| R | CommandID    388| FA030401580D0A
2023-12-24 10:00:29.5106–TRACE–2023/12/24 10:00:29:5132| 0|  COM5| S | CommandID    389| FA52020501
2023-12-24 10:00:29.5411–TRACE–2023/12/24 10:00:29:5411| 0|  COM5| R | CommandID    389| FA020401380D0A
2023-12-24 10:00:29.5411–TRACE–2023/12/24 10:00:29:5440| 0|  COM5| S | CommandID    390| FA52010601
2023-12-24 10:00:29.5571–TRACE–2023/12/24 10:00:29:5571| 0|  COM5| R | CommandID    390| FA010701010020320D0A
2023-12-24 10:00:29.5571–TRACE–2023/12/24 10:00:29:5599| 0|  COM5| S | CommandID    391| FA52020601
2023-12-24 10:00:29.5872–TRACE–2023/12/24 10:00:29:5872| 0|  COM5| R | CommandID    391| FA020701010020320D0A
2023-12-24 10:00:32.0138–TRACE–2023/12/24 10:00:32:0137| 0|  COM5| S | CommandID    392| FA52010401
2023-12-24 10:00:32.0499–TRACE–2023/12/24 10:00:32:0499| 0|  COM5| R | CommandID    392| FA010A0101020304050607080D0A
2023-12-24 10:00:32.0499–TRACE–2023/12/24 10:00:32:0526| 0|  COM5| S | CommandID    393| FA52020401
2023-12-24 10:00:32.0742–TRACE–2023/12/24 10:00:32:0742| 0|  COM5| R | CommandID    393| FA020A0101020304050607080D0A
2023-12-24 10:00:32.0742–TRACE–2023/12/24 10:00:32:0784| 0|  COM5| S | CommandID    394| FA52030401
2023-12-24 10:00:32.1041–TRACE–2023/12/24 10:00:32:1040| 0|  COM5| R | CommandID    394| FA030A0101020304050607080D0A
2023-12-24 10:00:32.1041–TRACE–2023/12/24 10:00:32:1068| 0|  COM5| S | CommandID    395| FA52010101
2023-12-24 10:00:32.1347–TRACE–2023/12/24 10:00:32:1347| 0|  COM5| R | CommandID    395| FA0103640D0A
2023-12-24 10:00:32.1347–TRACE–2023/12/24 10:00:32:1382| 0|  COM5| S | CommandID    396| FA52020101
2023-12-24 10:00:32.1518–TRACE–2023/12/24 10:00:32:1518| 0|  COM5| R | CommandID    396| FA0203640D0A
2023-12-24 10:00:32.1518–TRACE–2023/12/24 10:00:32:1618| 0|  COM5| S | CommandID    397| FA52030101
2023-12-24 10:00:32.1817–TRACE–2023/12/24 10:00:32:1817| 0|  COM5| R | CommandID    397| FA0303640D0A
2023-12-24 10:00:32.1817–TRACE–2023/12/24 10:00:32:1849| 0|  COM5| S | CommandID    398| FA52010402
2023-12-24 10:00:32.2125–TRACE–2023/12/24 10:00:32:2125| 0|  COM5| R | CommandID    398| FA010400890D0A
2023-12-24 10:00:32.2125–TRACE–2023/12/24 10:00:32:2156| 0|  COM5| S | CommandID    399| FA52020402
2023-12-24 10:00:32.2437–TRACE–2023/12/24 10:00:32:2437| 0|  COM5| R | CommandID    399| FA020400890D0A
2023-12-24 10:00:32.2437–TRACE–2023/12/24 10:00:32:2467| 0|  COM5| S | CommandID    400| FA52030402
2023-12-24 10:00:32.2627–TRACE–2023/12/24 10:00:32:2627| 0|  COM5| R | CommandID    400| FA030400870D0A
2023-12-24 10:00:32.2627–TRACE–2023/12/24 10:00:32:2733| 0|  COM5| S | CommandID    401| FA52010403
2023-12-24 10:00:32.2914–TRACE–2023/12/24 10:00:32:2914| 0|  COM5| R | CommandID    401| FA01055759550D0A
2023-12-24 10:00:32.2914–TRACE–2023/12/24 10:00:32:2943| 0|  COM5| S | CommandID    402| FA52020403
2023-12-24 10:00:32.3086–TRACE–2023/12/24 10:00:32:3086| 0|  COM5| R | CommandID    402| FA02054155550D0A
2023-12-24 10:00:32.3086–TRACE–2023/12/24 10:00:32:3120| 0|  COM5| S | CommandID    403| FA52030403
2023-12-24 10:00:32.3413–TRACE–2023/12/24 10:00:32:3413| 0|  COM5| R | CommandID    403| FA03054155550D0A
2023-12-24 10:00:32.3413–TRACE–2023/12/24 10:00:32:3443| 0|  COM5| S | CommandID    404| FA52010404
2023-12-24 10:00:32.3730–TRACE–2023/12/24 10:00:32:3730| 0|  COM5| R | CommandID    404| FA01034B0D0A
2023-12-24 10:00:32.3837–TRACE–2023/12/24 10:00:32:3837| 0|  COM5| S | CommandID    405| FA52020404
2023-12-24 10:00:32.4016–TRACE–2023/12/24 10:00:32:4015| 0|  COM5| R | CommandID    405| FA02034B0D0A
2023-12-24 10:00:32.4016–TRACE–2023/12/24 10:00:32:4046| 0|  COM5| S | CommandID    406| FA52030404
2023-12-24 10:00:32.4334–TRACE–2023/12/24 10:00:32:4334| 0|  COM5| R | CommandID    406| FA03034B0D0A
2023-12-24 10:00:32.4334–TRACE–2023/12/24 10:00:32:4367| 0|  COM5| S | CommandID    407| FA52010405
2023-12-24 10:00:32.4632–TRACE–2023/12/24 10:00:32:4632| 0|  COM5| R | CommandID    407| FA0104482D0D0A
2023-12-24 10:00:32.4632–TRACE–2023/12/24 10:00:32:4665| 0|  COM5| S | CommandID    408| FA52020405
2023-12-24 10:00:32.4942–TRACE–2023/12/24 10:00:32:4942| 0|  COM5| R | CommandID    408| FA020411320D0A
2023-12-24 10:00:32.4942–TRACE–2023/12/24 10:00:32:4975| 0|  COM5| S | CommandID    409| FA52030405
2023-12-24 10:00:32.5246–TRACE–2023/12/24 10:00:32:5246| 0|  COM5| R | CommandID    409| FA03042F480D0A
2023-12-24 10:00:32.5246–TRACE–2023/12/24 10:00:32:5277| 0|  COM5| S | CommandID    410| FA52010501
2023-12-24 10:00:32.5425–TRACE–2023/12/24 10:00:32:5425| 0|  COM5| R | CommandID    410| FA0104010C0D0A
2023-12-24 10:00:32.5425–TRACE–2023/12/24 10:00:32:5456| 0|  COM5| S | CommandID    411| FA52030501
2023-12-24 10:00:32.5721–TRACE–2023/12/24 10:00:32:5721| 0|  COM5| R | CommandID    411| FA0304012C0D0A
2023-12-24 10:00:32.5721–TRACE–2023/12/24 10:00:32:5754| 0|  COM5| S | CommandID    412| FA52020501
2023-12-24 10:00:32.6029–TRACE–2023/12/24 10:00:32:6029| 0|  COM5| R | CommandID    412| FA020401380D0A
2023-12-24 10:00:32.6029–TRACE–2023/12/24 10:00:32:6061| 0|  COM5| S | CommandID    413| FA52010601
2023-12-24 10:00:32.6207–TRACE–2023/12/24 10:00:32:6207| 0|  COM5| R | CommandID    413| FA010701010020320D0A
2023-12-24 10:00:32.6207–TRACE–2023/12/24 10:00:32:6236| 0|  COM5| S | CommandID    414| FA52020601
2023-12-24 10:00:32.6506–TRACE–2023/12/24 10:00:32:6506| 0|  COM5| R | CommandID    414| FA020701010020320D0A
2023-12-24 10:00:34.8550–TRACE–2023/12/24 10:00:34:8550| 0|  COM5| S | CommandID    415| FA52030601
2023-12-24 10:00:34.8693–TRACE–2023/12/24 10:00:34:8693| 0|  COM5| R | CommandID    415| FA030701010020320D0A
2023-12-24 10:00:34.8911–TRACE–- A-2 initial
2023-12-24 10:00:34.9009–TRACE–2023/12/24 10:00:34:9009| 0|  COM5| S | CommandID    416| FA57000200
2023-12-24 10:00:34.9160–TRACE–2023/12/24 10:00:34:9160| 0|  COM5| R | CommandID    416| C30D0A
2023-12-24 10:00:39.9184–TRACE–- A-2 進入偵測階段
2023-12-24 10:00:39.9184–TRACE–2023/12/24 10:00:39:9219| 0|  COM5| S | CommandID    417| FA52010501
2023-12-24 10:00:39.9483–TRACE–2023/12/24 10:00:39:9483| 0|  COM5| R | CommandID    417| FA010400030D0A
2023-12-24 10:00:39.9483–TRACE–2023/12/24 10:00:39:9528| 0|  COM5| S | CommandID    418| FA52020501
2023-12-24 10:00:39.9838–TRACE–2023/12/24 10:00:39:9838| 0|  COM5| R | CommandID    418| FA020400030D0A
2023-12-24 10:00:39.9838–TRACE–2023/12/24 10:00:39:9879| 0|  COM5| S | CommandID    419| FA52030501
2023-12-24 10:00:40.0118–TRACE–2023/12/24 10:00:40:0118| 0|  COM5| R | CommandID    419| FA030400080D0A
2023-12-24 10:00:42.9868–TRACE–2023/12/24 10:00:42:9868| 0|  COM5| S | CommandID    420| FA52010501
2023-12-24 10:00:43.0104–TRACE–2023/12/24 10:00:43:0104| 0|  COM5| R | CommandID    420| FA010400020D0A
2023-12-24 10:00:43.0104–TRACE–2023/12/24 10:00:43:0145| 0|  COM5| S | CommandID    421| FA52020501
2023-12-24 10:00:43.0500–TRACE–2023/12/24 10:00:43:0500| 0|  COM5| R | CommandID    421| FA020400050D0A
2023-12-24 10:00:43.0500–TRACE–2023/12/24 10:00:43:0540| 0|  COM5| S | CommandID    422| FA52030501
2023-12-24 10:00:43.0801–TRACE–2023/12/24 10:00:43:0801| 0|  COM5| R | CommandID    422| FA030400010D0A
2023-12-24 10:00:46.0526–TRACE–2023/12/24 10:00:46:0526| 0|  COM5| S | CommandID    423| FA52010501
2023-12-24 10:00:46.0803–TRACE–2023/12/24 10:00:46:0803| 0|  COM5| R | CommandID    423| FA010400090D0A
2023-12-24 10:00:46.0920–TRACE–2023/12/24 10:00:46:0919| 0|  COM5| S | CommandID    424| FA52020501
2023-12-24 10:00:46.1233–TRACE–2023/12/24 10:00:46:1233| 0|  COM5| R | CommandID    424| FA020400050D0A
2023-12-24 10:00:46.1233–TRACE–2023/12/24 10:00:46:1271| 0|  COM5| S | CommandID    425| FA52030501
2023-12-24 10:00:46.1559–TRACE–2023/12/24 10:00:46:1558| 0|  COM5| R | CommandID    425| FA030400060D0A
2023-12-24 10:00:49.1160–TRACE–2023/12/24 10:00:49:1160| 0|  COM5| S | CommandID    426| FA52010501
2023-12-24 10:00:49.1430–TRACE–2023/12/24 10:00:49:1429| 0|  COM5| R | CommandID    426| FA010400010D0A
2023-12-24 10:00:49.1536–TRACE–2023/12/24 10:00:49:1536| 0|  COM5| S | CommandID    427| FA52020501
2023-12-24 10:00:49.1862–TRACE–2023/12/24 10:00:49:1862| 0|  COM5| R | CommandID    427| FA0204001F0D0A
2023-12-24 10:00:49.1862–TRACE–2023/12/24 10:00:49:1898| 0|  COM5| S | CommandID    428| FA52030501
2023-12-24 10:00:49.2150–TRACE–2023/12/24 10:00:49:2150| 0|  COM5| R | CommandID    428| FA0304000A0D0A
2023-12-24 10:00:52.1770–TRACE–2023/12/24 10:00:52:1770| 0|  COM5| S | CommandID    429| FA52010501
2023-12-24 10:00:52.2014–TRACE–2023/12/24 10:00:52:2013| 0|  COM5| R | CommandID    429| FA010400030D0A
2023-12-24 10:00:52.2014–TRACE–2023/12/24 10:00:52:2052| 0|  COM5| S | CommandID    430| FA52020501
2023-12-24 10:00:52.2343–TRACE–2023/12/24 10:00:52:2343| 0|  COM5| R | CommandID    430| FA0204000A0D0A
2023-12-24 10:00:52.2343–TRACE–2023/12/24 10:00:52:2387| 0|  COM5| S | CommandID    431| FA52030501
2023-12-24 10:00:52.2648–TRACE–2023/12/24 10:00:52:2648| 0|  COM5| R | CommandID    431| FA030400080D0A
2023-12-24 10:00:55.2420–TRACE–2023/12/24 10:00:55:2420| 0|  COM5| S | CommandID    432| FA52010501
2023-12-24 10:00:55.2668–TRACE–2023/12/24 10:00:55:2667| 0|  COM5| R | CommandID    432| FA0104000B0D0A
2023-12-24 10:00:55.2668–TRACE–2023/12/24 10:00:55:2710| 0|  COM5| S | CommandID    433| FA52020501
2023-12-24 10:00:55.2964–TRACE–2023/12/24 10:00:55:2964| 0|  COM5| R | CommandID    433| FA0204000B0D0A
2023-12-24 10:00:55.2964–TRACE–2023/12/24 10:00:55:3004| 0|  COM5| S | CommandID    434| FA52030501
2023-12-24 10:00:55.3243–TRACE–2023/12/24 10:00:55:3243| 0|  COM5| R | CommandID    434| FA0304000B0D0A
2023-12-24 10:00:58.3021–TRACE–2023/12/24 10:00:58:3021| 0|  COM5| S | CommandID    435| FA52010501
2023-12-24 10:00:58.3287–TRACE–2023/12/24 10:00:58:3286| 0|  COM5| R | CommandID    435| FA0104000A0D0A
2023-12-24 10:00:58.3287–TRACE–2023/12/24 10:00:58:3329| 0|  COM5| S | CommandID    436| FA52020501
2023-12-24 10:00:58.3595–TRACE–2023/12/24 10:00:58:3595| 0|  COM5| R | CommandID    436| FA020400050D0A
2023-12-24 10:00:58.3595–TRACE–2023/12/24 10:00:58:3641| 0|  COM5| S | CommandID    437| FA52030501
2023-12-24 10:00:58.3894–TRACE–2023/12/24 10:00:58:3894| 0|  COM5| R | CommandID    437| FA030400050D0A
2023-12-24 10:01:01.3646–TRACE–2023/12/24 10:01:01:3646| 0|  COM5| S | CommandID    438| FA52010501
2023-12-24 10:01:01.3921–TRACE–2023/12/24 10:01:01:3920| 0|  COM5| R | CommandID    438| FA010400030D0A
2023-12-24 10:01:01.3921–TRACE–2023/12/24 10:01:01:3958| 0|  COM5| S | CommandID    439| FA52020501
2023-12-24 10:01:01.4215–TRACE–2023/12/24 10:01:01:4215| 0|  COM5| R | CommandID    439| FA0204000A0D0A
2023-12-24 10:01:01.4215–TRACE–2023/12/24 10:01:01:4256| 0|  COM5| S | CommandID    440| FA52030501
2023-12-24 10:01:01.4505–TRACE–2023/12/24 10:01:01:4505| 0|  COM5| R | CommandID    440| FA030400030D0A
