2023-11-29 17:00:00.0026–TRACE–2023/11/29 17:00:00:0025| 0| COM84| S | CommandID  19877| FA52010405
2023-11-29 17:07:08.1580–TRACE–2023/11/29 17:07:08:1579| 0| COM84| R | CommandID  23127| FA030403040D0A
2023-11-29 17:07:08.1863–TRACE–2023/11/29 17:07:08:1863| 0| COM84| S | CommandID  23128| FA52010001
2023-11-29 17:07:08.2144–TRACE–2023/11/29 17:07:08:2144| 0| COM84| R | CommandID  23128| FA010401020D0A
2023-11-29 17:07:08.2387–TRACE–2023/11/29 17:07:08:2387| 0| COM84| S | CommandID  23129| FA52020001
2023-11-29 17:07:08.2664–TRACE–2023/11/29 17:07:08:2664| 0| COM84| R | CommandID  23129| FA020401020D0A
2023-11-29 17:07:08.2753–TRACE–2023/11/29 17:07:08:2753| 0| COM84| S | CommandID  23130| FA52030001
2023-11-29 17:07:08.3145–TRACE–2023/11/29 17:07:08:3145| 0| COM84| R | CommandID  23130| FA030401020D0A
2023-11-29 17:07:08.3215–TRACE–2023/11/29 17:07:08:3215| 0| COM84| S | CommandID  23131| FA52010401
2023-11-29 17:07:08.3570–TRACE–2023/11/29 17:07:08:3569| 0| COM84| R | CommandID  23131| FA010A0101020304050607080D0A
2023-11-29 17:07:08.3570–TRACE–2023/11/29 17:07:08:3648| 0| COM84| S | CommandID  23132| FA52020401
2023-11-29 17:07:08.4011–TRACE–2023/11/29 17:07:08:4011| 0| COM84| R | CommandID  23132| FA020A0101020304050607080D0A
2023-11-29 17:07:08.4011–TRACE–2023/11/29 17:07:08:4102| 0| COM84| S | CommandID  23133| FA52030401
2023-11-29 17:07:08.4413–TRACE–2023/11/29 17:07:08:4413| 0| COM84| R | CommandID  23133| FA030A0101020304050607080D0A
2023-11-29 17:07:08.4473–TRACE–2023/11/29 17:07:08:4473| 0| COM84| S | CommandID  23134| FA52010101
2023-11-29 17:07:08.4864–TRACE–2023/11/29 17:07:08:4863| 0| COM84| R | CommandID  23134| FA0103640D0A
2023-11-29 17:07:08.4998–TRACE–2023/11/29 17:07:08:4997| 0| COM84| S | CommandID  23135| FA52020101
2023-11-29 17:07:08.5487–TRACE–2023/11/29 17:07:08:5486| 0| COM84| R | CommandID  23135| FA0203640D0A
2023-11-29 17:07:08.5659–TRACE–2023/11/29 17:07:08:5659| 0| COM84| S | CommandID  23136| FA52030101
2023-11-29 17:07:08.6125–TRACE–2023/11/29 17:07:08:6124| 0| COM84| R | CommandID  23136| FA0303640D0A
2023-11-29 17:07:08.6313–TRACE–2023/11/29 17:07:08:6313| 0| COM84| S | CommandID  23137| FA52010402
2023-11-29 17:07:08.6598–TRACE–2023/11/29 17:07:08:6598| 0| COM84| R | CommandID  23137| FA010400870D0A
2023-11-29 17:07:08.6764–TRACE–2023/11/29 17:07:08:6764| 0| COM84| S | CommandID  23138| FA52020402
2023-11-29 17:07:08.7162–TRACE–2023/11/29 17:07:08:7162| 0| COM84| R | CommandID  23138| FA020400870D0A
2023-11-29 17:07:08.7433–TRACE–2023/11/29 17:07:08:7433| 0| COM84| S | CommandID  23139| FA52030402
2023-11-29 17:07:08.7887–TRACE–2023/11/29 17:07:08:7887| 0| COM84| R | CommandID  23139| FA030400870D0A
2023-11-29 17:07:08.8134–TRACE–2023/11/29 17:07:08:8134| 0| COM84| S | CommandID  23140| FA52010403
2023-11-29 17:07:08.8398–TRACE–2023/11/29 17:07:08:8398| 0| COM84| R | CommandID  23140| FA01054559550D0A
2023-11-29 17:07:08.8620–TRACE–2023/11/29 17:07:08:8620| 0| COM84| S | CommandID  23141| FA52020403
2023-11-29 17:07:08.8916–TRACE–2023/11/29 17:07:08:8916| 0| COM84| R | CommandID  23141| FA02054357550D0A
2023-11-29 17:07:08.9123–TRACE–2023/11/29 17:07:08:9123| 0| COM84| S | CommandID  23142| FA52030403
2023-11-29 17:07:08.9486–TRACE–2023/11/29 17:07:08:9486| 0| COM84| R | CommandID  23142| FA03054555550D0A
2023-11-29 17:07:08.9486–TRACE–2023/11/29 17:07:08:9596| 0| COM84| S | CommandID  23143| FA52010404
2023-11-29 17:07:08.9891–TRACE–2023/11/29 17:07:08:9891| 0| COM84| R | CommandID  23143| FA01034B0D0A
2023-11-29 17:07:08.9968–TRACE–2023/11/29 17:07:08:9968| 0| COM84| S | CommandID  23144| FA52020404
2023-11-29 17:07:09.0252–TRACE–2023/11/29 17:07:09:0252| 0| COM84| R | CommandID  23144| FA02034B0D0A
2023-11-29 17:07:09.0252–TRACE–2023/11/29 17:07:09:0327| 0| COM84| S | CommandID  23145| FA52030404
2023-11-29 17:07:09.0615–TRACE–2023/11/29 17:07:09:0615| 0| COM84| R | CommandID  23145| FA03034B0D0A
2023-11-29 17:07:09.0615–TRACE–2023/11/29 17:07:09:0683| 0| COM84| S | CommandID  23146| FA52010405
2023-11-29 17:07:09.0959–TRACE–2023/11/29 17:07:09:0959| 0| COM84| R | CommandID  23146| FA01040A0C0D0A
2023-11-29 17:07:09.1043–TRACE–2023/11/29 17:07:09:1043| 0| COM84| S | CommandID  23147| FA52020405
2023-11-29 17:07:09.1383–TRACE–2023/11/29 17:07:09:1382| 0| COM84| R | CommandID  23147| FA020449430D0A
2023-11-29 17:07:09.1500–TRACE–2023/11/29 17:07:09:1500| 0| COM84| S | CommandID  23148| FA52030405
2023-11-29 17:07:09.1896–TRACE–2023/11/29 17:07:09:1896| 0| COM84| R | CommandID  23148| FA03041F0D0D0A
2023-11-29 17:07:09.1962–TRACE–2023/11/29 17:07:09:1962| 0| COM84| S | CommandID  23149| FA52010501
2023-11-29 17:07:09.2330–TRACE–2023/11/29 17:07:09:2330| 0| COM84| R | CommandID  23149| FA010401040D0A
2023-11-29 17:07:09.2492–TRACE–2023/11/29 17:07:09:2492| 0| COM84| S | CommandID  23150| FA52030501
2023-11-29 17:07:09.2982–TRACE–2023/11/29 17:07:09:2981| 0| COM84| R | CommandID  23150| FA030401540D0A
2023-11-29 17:07:09.3175–TRACE–2023/11/29 17:07:09:3175| 0| COM84| S | CommandID  23151| FA52020501
2023-11-29 17:07:09.3592–TRACE–2023/11/29 17:07:09:3592| 0| COM84| R | CommandID  23151| FA020401380D0A
2023-11-29 17:07:11.1026–TRACE–2023/11/29 17:07:11:1025| 0| COM84| S | CommandID  23152| FA52010002
2023-11-29 17:07:11.1335–TRACE–2023/11/29 17:07:11:1335| 0| COM84| R | CommandID  23152| FA010403040D0A
2023-11-29 17:07:11.1335–TRACE–2023/11/29 17:07:11:1413| 0| COM84| S | CommandID  23153| FA52020002
2023-11-29 17:07:11.1699–TRACE–2023/11/29 17:07:11:1699| 0| COM84| R | CommandID  23153| FA020403040D0A
2023-11-29 17:07:11.1699–TRACE–2023/11/29 17:07:11:1790| 0| COM84| S | CommandID  23154| FA52030002
2023-11-29 17:07:11.2126–TRACE–2023/11/29 17:07:11:2126| 0| COM84| R | CommandID  23154| FA030403040D0A
2023-11-29 17:07:11.2126–TRACE–2023/11/29 17:07:11:2248| 0| COM84| S | CommandID  23155| FA52010001
2023-11-29 17:07:11.2516–TRACE–2023/11/29 17:07:11:2516| 0| COM84| R | CommandID  23155| FA010401020D0A
2023-11-29 17:07:11.2612–TRACE–2023/11/29 17:07:11:2612| 0| COM84| S | CommandID  23156| FA52020001
2023-11-29 17:07:11.2909–TRACE–2023/11/29 17:07:11:2909| 0| COM84| R | CommandID  23156| FA020401020D0A
2023-11-29 17:07:11.2909–TRACE–2023/11/29 17:07:11:2985| 0| COM84| S | CommandID  23157| FA52030001
2023-11-29 17:07:11.3462–TRACE–2023/11/29 17:07:11:3462| 0| COM84| R | CommandID  23157| FA030401020D0A
2023-11-29 17:07:11.3684–TRACE–2023/11/29 17:07:11:3684| 0| COM84| S | CommandID  23158| FA52010401
2023-11-29 17:07:11.4060–TRACE–2023/11/29 17:07:11:4060| 0| COM84| R | CommandID  23158| FA010A0101020304050607080D0A
2023-11-29 17:07:11.4227–TRACE–2023/11/29 17:07:11:4227| 0| COM84| S | CommandID  23159| FA52020401
2023-11-29 17:07:11.4654–TRACE–2023/11/29 17:07:11:4654| 0| COM84| R | CommandID  23159| FA020A0101020304050607080D0A
2023-11-29 17:07:11.4859–TRACE–2023/11/29 17:07:11:4859| 0| COM84| S | CommandID  23160| FA52030401
2023-11-29 17:07:11.5177–TRACE–2023/11/29 17:07:11:5176| 0| COM84| R | CommandID  23160| FA030A0101020304050607080D0A
2023-11-29 17:07:11.5504–TRACE–2023/11/29 17:07:11:5504| 0| COM84| S | CommandID  23161| FA52010101
2023-11-29 17:07:11.5820–TRACE–2023/11/29 17:07:11:5820| 0| COM84| R | CommandID  23161| FA0103640D0A
2023-11-29 17:07:11.6080–TRACE–2023/11/29 17:07:11:6079| 0| COM84| S | CommandID  23162| FA52020101
2023-11-29 17:07:11.6370–TRACE–2023/11/29 17:07:11:6370| 0| COM84| R | CommandID  23162| FA0203640D0A
2023-11-29 17:07:11.6370–TRACE–2023/11/29 17:07:11:6460| 0| COM84| S | CommandID  23163| FA52030101
2023-11-29 17:07:11.6915–TRACE–2023/11/29 17:07:11:6915| 0| COM84| R | CommandID  23163| FA0303640D0A
2023-11-29 17:07:11.7031–TRACE–2023/11/29 17:07:11:7030| 0| COM84| S | CommandID  23164| FA52010402
2023-11-29 17:07:11.7330–TRACE–2023/11/29 17:07:11:7330| 0| COM84| R | CommandID  23164| FA010400870D0A
2023-11-29 17:07:11.7330–TRACE–2023/11/29 17:07:11:7427| 0| COM84| S | CommandID  23165| FA52020402
2023-11-29 17:07:11.7795–TRACE–2023/11/29 17:07:11:7795| 0| COM84| R | CommandID  23165| FA020400890D0A
2023-11-29 17:07:11.7902–TRACE–2023/11/29 17:07:11:7902| 0| COM84| S | CommandID  23166| FA52030402
2023-11-29 17:07:11.8305–TRACE–2023/11/29 17:07:11:8305| 0| COM84| R | CommandID  23166| FA030400850D0A
2023-11-29 17:07:11.8496–TRACE–2023/11/29 17:07:11:8496| 0| COM84| S | CommandID  23167| FA52010403
2023-11-29 17:07:11.8898–TRACE–2023/11/29 17:07:11:8898| 0| COM84| R | CommandID  23167| FA01054355550D0A
2023-11-29 17:07:11.9084–TRACE–2023/11/29 17:07:11:9084| 0| COM84| S | CommandID  23168| FA52020403
2023-11-29 17:07:11.9393–TRACE–2023/11/29 17:07:11:9393| 0| COM84| R | CommandID  23168| FA02054155550D0A
2023-11-29 17:07:11.9613–TRACE–2023/11/29 17:07:11:9613| 0| COM84| S | CommandID  23169| FA52030403
2023-11-29 17:07:12.0089–TRACE–2023/11/29 17:07:12:0088| 0| COM84| R | CommandID  23169| FA03054355550D0A
2023-11-29 17:07:12.0335–TRACE–2023/11/29 17:07:12:0334| 0| COM84| S | CommandID  23170| FA52010404
2023-11-29 17:07:12.0654–TRACE–2023/11/29 17:07:12:0654| 0| COM84| R | CommandID  23170| FA01034B0D0A
2023-11-29 17:07:12.0731–TRACE–2023/11/29 17:07:12:0731| 0| COM84| S | CommandID  23171| FA52020404
2023-11-29 17:07:12.1133–TRACE–2023/11/29 17:07:12:1132| 0| COM84| R | CommandID  23171| FA02034B0D0A
2023-11-29 17:07:12.1230–TRACE–2023/11/29 17:07:12:1230| 0| COM84| S | CommandID  23172| FA52030404
2023-11-29 17:07:12.1527–TRACE–2023/11/29 17:07:12:1527| 0| COM84| R | CommandID  23172| FA03034B0D0A
2023-11-29 17:07:12.1527–TRACE–2023/11/29 17:07:12:1639| 0| COM84| S | CommandID  23173| FA52010405
2023-11-29 17:07:12.2041–TRACE–2023/11/29 17:07:12:2041| 0| COM84| R | CommandID  23173| FA01040D1B0D0A
2023-11-29 17:07:12.2118–TRACE–2023/11/29 17:07:12:2118| 0| COM84| S | CommandID  23174| FA52020405
2023-11-29 17:07:12.2597–TRACE–2023/11/29 17:07:12:2596| 0| COM84| R | CommandID  23174| FA02042B4E0D0A
2023-11-29 17:07:12.2792–TRACE–2023/11/29 17:07:12:2792| 0| COM84| S | CommandID  23175| FA52030405
2023-11-29 17:07:12.3094–TRACE–2023/11/29 17:07:12:3094| 0| COM84| R | CommandID  23175| FA0304233B0D0A
2023-11-29 17:07:12.3313–TRACE–2023/11/29 17:07:12:3312| 0| COM84| S | CommandID  23176| FA52010501
2023-11-29 17:07:12.3615–TRACE–2023/11/29 17:07:12:3615| 0| COM84| R | CommandID  23176| FA010401580D0A
2023-11-29 17:07:12.3833–TRACE–2023/11/29 17:07:12:3833| 0| COM84| S | CommandID  23177| FA52030501
2023-11-29 17:07:12.4209–TRACE–2023/11/29 17:07:12:4208| 0| COM84| R | CommandID  23177| FA030401480D0A
2023-11-29 17:07:12.4379–TRACE–2023/11/29 17:07:12:4379| 0| COM84| S | CommandID  23178| FA52020501
2023-11-29 17:07:12.4660–TRACE–2023/11/29 17:07:12:4660| 0| COM84| R | CommandID  23178| FA020401280D0A
2023-11-29 17:07:14.1573–TRACE–2023/11/29 17:07:14:1573| 0| COM84| S | CommandID  23179| FA52010002
2023-11-29 17:07:14.1903–TRACE–2023/11/29 17:07:14:1903| 0| COM84| R | CommandID  23179| FA010403040D0A
2023-11-29 17:07:14.2001–TRACE–2023/11/29 17:07:14:2001| 0| COM84| S | CommandID  23180| FA52020002
2023-11-29 17:07:14.2515–TRACE–2023/11/29 17:07:14:2515| 0| COM84| R | CommandID  23180| FA020403040D0A
2023-11-29 17:07:14.2728–TRACE–2023/11/29 17:07:14:2728| 0| COM84| S | CommandID  23181| FA52030002
2023-11-29 17:07:14.3119–TRACE–2023/11/29 17:07:14:3119| 0| COM84| R | CommandID  23181| FA030403040D0A
2023-11-29 17:07:14.3391–TRACE–2023/11/29 17:07:14:3391| 0| COM84| S | CommandID  23182| FA52010001
2023-11-29 17:07:14.3789–TRACE–2023/11/29 17:07:14:3789| 0| COM84| R | CommandID  23182| FA010401020D0A
2023-11-29 17:07:14.4021–TRACE–2023/11/29 17:07:14:4020| 0| COM84| S | CommandID  23183| FA52020001
2023-11-29 17:07:14.4420–TRACE–2023/11/29 17:07:14:4420| 0| COM84| R | CommandID  23183| FA020401020D0A
2023-11-29 17:07:14.4509–TRACE–2023/11/29 17:07:14:4509| 0| COM84| S | CommandID  23184| FA52030001
2023-11-29 17:07:14.4796–TRACE–2023/11/29 17:07:14:4796| 0| COM84| R | CommandID  23184| FA030401020D0A
2023-11-29 17:07:14.4796–TRACE–2023/11/29 17:07:14:4894| 0| COM84| S | CommandID  23185| FA52010401
2023-11-29 17:07:14.5296–TRACE–2023/11/29 17:07:14:5296| 0| COM84| R | CommandID  23185| FA010A0101020304050607080D0A
2023-11-29 17:07:14.5401–TRACE–2023/11/29 17:07:14:5401| 0| COM84| S | CommandID  23186| FA52020401
2023-11-29 17:07:14.5829–TRACE–2023/11/29 17:07:14:5829| 0| COM84| R | CommandID  23186| FA020A0101020304050607080D0A
2023-11-29 17:07:14.6026–TRACE–2023/11/29 17:07:14:6026| 0| COM84| S | CommandID  23187| FA52030401
2023-11-29 17:07:14.6441–TRACE–2023/11/29 17:07:14:6441| 0| COM84| R | CommandID  23187| FA030A0001020304050607080D0A
2023-11-29 17:07:14.6638–TRACE–2023/11/29 17:07:14:6638| 0| COM84| S | CommandID  23188| FA52010101
2023-11-29 17:07:14.7049–TRACE–2023/11/29 17:07:14:7048| 0| COM84| R | CommandID  23188| FA0103640D0A
2023-11-29 17:07:14.7332–TRACE–2023/11/29 17:07:14:7332| 0| COM84| S | CommandID  23189| FA52020101
2023-11-29 17:07:14.7821–TRACE–2023/11/29 17:07:14:7821| 0| COM84| R | CommandID  23189| FA0203640D0A
2023-11-29 17:07:14.7940–TRACE–2023/11/29 17:07:14:7940| 0| COM84| S | CommandID  23190| FA52030101
2023-11-29 17:07:14.8263–TRACE–2023/11/29 17:07:14:8263| 0| COM84| R | CommandID  23190| FA0303640D0A
2023-11-29 17:07:14.8263–TRACE–2023/11/29 17:07:14:8336| 0| COM84| S | CommandID  23191| FA52010402
2023-11-29 17:07:14.8623–TRACE–2023/11/29 17:07:14:8623| 0| COM84| R | CommandID  23191| FA010400890D0A
2023-11-29 17:07:14.8763–TRACE–2023/11/29 17:07:14:8763| 0| COM84| S | CommandID  23192| FA52020402
2023-11-29 17:07:14.9177–TRACE–2023/11/29 17:07:14:9177| 0| COM84| R | CommandID  23192| FA020400870D0A
2023-11-29 17:07:14.9395–TRACE–2023/11/29 17:07:14:9395| 0| COM84| S | CommandID  23193| FA52030402
2023-11-29 17:07:14.9717–TRACE–2023/11/29 17:07:14:9717| 0| COM84| R | CommandID  23193| FA030400890D0A
2023-11-29 17:07:14.9907–TRACE–2023/11/29 17:07:14:9907| 0| COM84| S | CommandID  23194| FA52010403
2023-11-29 17:07:15.0319–TRACE–2023/11/29 17:07:15:0318| 0| COM84| R | CommandID  23194| FA01054357550D0A
2023-11-29 17:07:15.0569–TRACE–2023/11/29 17:07:15:0569| 0| COM84| S | CommandID  23195| FA52020403
2023-11-29 17:07:15.0973–TRACE–2023/11/29 17:07:15:0973| 0| COM84| R | CommandID  23195| FA02055559550D0A
2023-11-29 17:07:15.1069–TRACE–2023/11/29 17:07:15:1069| 0| COM84| S | CommandID  23196| FA52030403
2023-11-29 17:07:15.1358–TRACE–2023/11/29 17:07:15:1358| 0| COM84| R | CommandID  23196| FA03054157550D0A
2023-11-29 17:07:15.1358–TRACE–2023/11/29 17:07:15:1462| 0| COM84| S | CommandID  23197| FA52010404
2023-11-29 17:07:15.1821–TRACE–2023/11/29 17:07:15:1821| 0| COM84| R | CommandID  23197| FA01034B0D0A
2023-11-29 17:07:15.1821–TRACE–2023/11/29 17:07:15:1948| 0| COM84| S | CommandID  23198| FA52020404
2023-11-29 17:07:15.2296–TRACE–2023/11/29 17:07:15:2296| 0| COM84| R | CommandID  23198| FA02034B0D0A
2023-11-29 17:07:15.2296–TRACE–2023/11/29 17:07:15:2412| 0| COM84| S | CommandID  23199| FA52030404
2023-11-29 17:07:15.2766–TRACE–2023/11/29 17:07:15:2766| 0| COM84| R | CommandID  23199| FA03034B0D0A
2023-11-29 17:07:15.2972–TRACE–2023/11/29 17:07:15:2972| 0| COM84| S | CommandID  23200| FA52010405
2023-11-29 17:07:15.3290–TRACE–2023/11/29 17:07:15:3289| 0| COM84| R | CommandID  23200| FA01041A0E0D0A
2023-11-29 17:07:15.3554–TRACE–2023/11/29 17:07:15:3553| 0| COM84| S | CommandID  23201| FA52020405
2023-11-29 17:07:15.3867–TRACE–2023/11/29 17:07:15:3867| 0| COM84| R | CommandID  23201| FA020427360D0A
2023-11-29 17:07:15.4056–TRACE–2023/11/29 17:07:15:4055| 0| COM84| S | CommandID  23202| FA52030405
2023-11-29 17:07:15.4378–TRACE–2023/11/29 17:07:15:4378| 0| COM84| R | CommandID  23202| FA030448400D0A
2023-11-29 17:07:15.4649–TRACE–2023/11/29 17:07:15:4648| 0| COM84| S | CommandID  23203| FA52010501
2023-11-29 17:07:15.4970–TRACE–2023/11/29 17:07:15:4970| 0| COM84| R | CommandID  23203| FA010405140D0A
2023-11-29 17:07:15.5280–TRACE–2023/11/29 17:07:15:5280| 0| COM84| S | CommandID  23204| FA52030501
2023-11-29 17:07:15.5672–TRACE–2023/11/29 17:07:15:5672| 0| COM84| R | CommandID  23204| FA030401180D0A
2023-11-29 17:07:15.5762–TRACE–2023/11/29 17:07:15:5761| 0| COM84| S | CommandID  23205| FA52020501
2023-11-29 17:07:15.6100–TRACE–2023/11/29 17:07:15:6099| 0| COM84| R | CommandID  23205| FA020405540D0A
2023-11-29 17:07:17.2271–TRACE–2023/11/29 17:07:17:2270| 0| COM84| S | CommandID  23206| FA52010002
2023-11-29 17:07:17.2609–TRACE–2023/11/29 17:07:17:2609| 0| COM84| R | CommandID  23206| FA010403040D0A
2023-11-29 17:07:17.2880–TRACE–2023/11/29 17:07:17:2879| 0| COM84| S | CommandID  23207| FA52020002
2023-11-29 17:07:17.3293–TRACE–2023/11/29 17:07:17:3293| 0| COM84| R | CommandID  23207| FA020403040D0A
2023-11-29 17:07:17.3635–TRACE–2023/11/29 17:07:17:3634| 0| COM84| S | CommandID  23208| FA52030002
2023-11-29 17:07:17.4079–TRACE–2023/11/29 17:07:17:4079| 0| COM84| R | CommandID  23208| FA030403040D0A
2023-11-29 17:07:17.4202–TRACE–2023/11/29 17:07:17:4202| 0| COM84| S | CommandID  23209| FA52010001
2023-11-29 17:07:17.4558–TRACE–2023/11/29 17:07:17:4558| 0| COM84| R | CommandID  23209| FA010401020D0A
2023-11-29 17:07:17.4643–TRACE–2023/11/29 17:07:17:4643| 0| COM84| S | CommandID  23210| FA52020001
2023-11-29 17:07:17.5001–TRACE–2023/11/29 17:07:17:5001| 0| COM84| R | CommandID  23210| FA020401020D0A
2023-11-29 17:07:17.5121–TRACE–2023/11/29 17:07:17:5121| 0| COM84| S | CommandID  23211| FA52030001
2023-11-29 17:07:17.5605–TRACE–2023/11/29 17:07:17:5604| 0| COM84| R | CommandID  23211| FA030401020D0A
2023-11-29 17:07:17.5743–TRACE–2023/11/29 17:07:17:5743| 0| COM84| S | CommandID  23212| FA52010401
2023-11-29 17:07:17.6068–TRACE–2023/11/29 17:07:17:6068| 0| COM84| R | CommandID  23212| FA010A0101020304050607080D0A
2023-11-29 17:07:17.6068–TRACE–2023/11/29 17:07:17:6108| 0| COM84| S | CommandID  23213| FA52020401
2023-11-29 17:07:17.6353–TRACE–2023/11/29 17:07:17:6353| 0| COM84| R | CommandID  23213| FA020A0101020304050607080D0A
2023-11-29 17:07:17.6353–TRACE–2023/11/29 17:07:17:6412| 0| COM84| S | CommandID  23214| FA52030401
2023-11-29 17:07:17.6754–TRACE–2023/11/29 17:07:17:6753| 0| COM84| R | CommandID  23214| FA030A0101020304050607080D0A
2023-11-29 17:07:17.6754–TRACE–2023/11/29 17:07:17:6784| 0| COM84| S | CommandID  23215| FA52010101
2023-11-29 17:07:17.7022–TRACE–2023/11/29 17:07:17:7021| 0| COM84| R | CommandID  23215| FA0103640D0A
2023-11-29 17:07:17.7176–TRACE–2023/11/29 17:07:17:7175| 0| COM84| S | CommandID  23216| FA52020101
2023-11-29 17:07:17.7434–TRACE–2023/11/29 17:07:17:7434| 0| COM84| R | CommandID  23216| FA0203640D0A
2023-11-29 17:07:17.7605–TRACE–2023/11/29 17:07:17:7605| 0| COM84| S | CommandID  23217| FA52030101
2023-11-29 17:07:17.7897–TRACE–2023/11/29 17:07:17:7897| 0| COM84| R | CommandID  23217| FA0303640D0A
2023-11-29 17:07:17.7897–TRACE–2023/11/29 17:07:17:7923| 0| COM84| S | CommandID  23218| FA52010402
2023-11-29 17:07:17.8324–TRACE–2023/11/29 17:07:17:8323| 0| COM84| R | CommandID  23218| FA010400870D0A
2023-11-29 17:07:17.8363–TRACE–2023/11/29 17:07:17:8363| 0| COM84| S | CommandID  23219| FA52020402
2023-11-29 17:07:17.8747–TRACE–2023/11/29 17:07:17:8746| 0| COM84| R | CommandID  23219| FA020400890D0A
2023-11-29 17:07:17.8747–TRACE–2023/11/29 17:07:17:8809| 0| COM84| S | CommandID  23220| FA52030402
2023-11-29 17:07:17.9083–TRACE–2023/11/29 17:07:17:9083| 0| COM84| R | CommandID  23220| FA030400870D0A
2023-11-29 17:07:17.9083–TRACE–2023/11/29 17:07:17:9138| 0| COM84| S | CommandID  23221| FA52010403
2023-11-29 17:07:17.9463–TRACE–2023/11/29 17:07:17:9463| 0| COM84| R | CommandID  23221| FA01054159550D0A
2023-11-29 17:07:17.9463–TRACE–2023/11/29 17:07:17:9598| 0| COM84| S | CommandID  23222| FA52020403
2023-11-29 17:07:18.0093–TRACE–2023/11/29 17:07:18:0093| 0| COM84| R | CommandID  23222| FA02054355550D0A
2023-11-29 17:07:18.0239–TRACE–2023/11/29 17:07:18:0238| 0| COM84| S | CommandID  23223| FA52030403
2023-11-29 17:07:18.0577–TRACE–2023/11/29 17:07:18:0576| 0| COM84| R | CommandID  23223| FA03054555550D0A
2023-11-29 17:07:18.0577–TRACE–2023/11/29 17:07:18:0621| 0| COM84| S | CommandID  23224| FA52010404
2023-11-29 17:07:18.0926–TRACE–2023/11/29 17:07:18:0926| 0| COM84| R | CommandID  23224| FA01034B0D0A
2023-11-29 17:07:18.0926–TRACE–2023/11/29 17:07:18:1015| 0| COM84| S | CommandID  23225| FA52020404
2023-11-29 17:07:18.1261–TRACE–2023/11/29 17:07:18:1261| 0| COM84| R | CommandID  23225| FA02034B0D0A
2023-11-29 17:07:18.1261–TRACE–2023/11/29 17:07:18:1305| 0| COM84| S | CommandID  23226| FA52030404
2023-11-29 17:07:18.1493–TRACE–2023/11/29 17:07:18:1493| 0| COM84| R | CommandID  23226| FA03034B0D0A
2023-11-29 17:07:18.1699–TRACE–2023/11/29 17:07:18:1699| 0| COM84| S | CommandID  23227| FA52010405
2023-11-29 17:07:18.2222–TRACE–2023/11/29 17:07:18:2222| 0| COM84| R | CommandID  23227| FA010420450D0A
2023-11-29 17:07:18.2381–TRACE–2023/11/29 17:07:18:2381| 0| COM84| S | CommandID  23228| FA52020405
2023-11-29 17:07:18.2711–TRACE–2023/11/29 17:07:18:2710| 0| COM84| R | CommandID  23228| FA02042A210D0A
2023-11-29 17:07:18.2881–TRACE–2023/11/29 17:07:18:2881| 0| COM84| S | CommandID  23229| FA52030405
2023-11-29 17:07:18.3281–TRACE–2023/11/29 17:07:18:3281| 0| COM84| R | CommandID  23229| FA03040B0E0D0A
2023-11-29 17:07:18.3281–TRACE–2023/11/29 17:07:18:3323| 0| COM84| S | CommandID  23230| FA52010501
2023-11-29 17:07:18.3702–TRACE–2023/11/29 17:07:18:3701| 0| COM84| R | CommandID  23230| FA010401480D0A
2023-11-29 17:07:18.3702–TRACE–2023/11/29 17:07:18:3767| 0| COM84| S | CommandID  23231| FA52030501
2023-11-29 17:07:18.4046–TRACE–2023/11/29 17:07:18:4046| 0| COM84| R | CommandID  23231| FA030401040D0A
2023-11-29 17:07:18.4046–TRACE–2023/11/29 17:07:18:4095| 0| COM84| S | CommandID  23232| FA52020501
2023-11-29 17:07:18.4325–TRACE–2023/11/29 17:07:18:4325| 0| COM84| R | CommandID  23232| FA020401000D0A
2023-11-29 17:07:20.2780–TRACE–2023/11/29 17:07:20:2780| 0| COM84| S | CommandID  23233| FA52010002
2023-11-29 17:07:20.3077–TRACE–2023/11/29 17:07:20:3077| 0| COM84| R | CommandID  23233| FA010403040D0A
2023-11-29 17:07:20.3077–TRACE–2023/11/29 17:07:20:3110| 0| COM84| S | CommandID  23234| FA52020002
2023-11-29 17:07:20.3368–TRACE–2023/11/29 17:07:20:3368| 0| COM84| R | CommandID  23234| FA020403040D0A
2023-11-29 17:07:20.3368–TRACE–2023/11/29 17:07:20:3424| 0| COM84| S | CommandID  23235| FA52030002
2023-11-29 17:07:20.3711–TRACE–2023/11/29 17:07:20:3711| 0| COM84| R | CommandID  23235| FA030403040D0A
2023-11-29 17:07:20.3922–TRACE–2023/11/29 17:07:20:3922| 0| COM84| S | CommandID  23236| FA52010001
2023-11-29 17:07:20.4189–TRACE–2023/11/29 17:07:20:4189| 0| COM84| R | CommandID  23236| FA010401020D0A
2023-11-29 17:07:20.4302–TRACE–2023/11/29 17:07:20:4302| 0| COM84| S | CommandID  23237| FA52020001
2023-11-29 17:07:20.4645–TRACE–2023/11/29 17:07:20:4645| 0| COM84| R | CommandID  23237| FA020401020D0A
2023-11-29 17:07:20.4767–TRACE–2023/11/29 17:07:20:4767| 0| COM84| S | CommandID  23238| FA52030001
2023-11-29 17:07:20.5165–TRACE–2023/11/29 17:07:20:5165| 0| COM84| R | CommandID  23238| FA030401020D0A
2023-11-29 17:07:20.5312–TRACE–2023/11/29 17:07:20:5312| 0| COM84| S | CommandID  23239| FA52010401
